artists,album_name,track_name,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,duration_min,duration_category,popularity_category
Che'Nelle;Crystal Kay;Thelma Aoyama,TOKYO - HALLOWEEN -,All My Ladies,0.0,False,0.802,0.804,7,-3.458,1,0.1575875,0.0527,0.0,0.11,0.885,149.98,j-pop,4.37,Larga,Muy baja
MFÖ,Agu,Vurgun Yedim,42.0,False,0.399,0.485,4,-12.516,1,0.0336,0.155,9.41e-05,0.112,0.376,86.074,j-pop,3.22,Media,Media
『ユイカ』,J-Pop 輕旅行,好きだから。,1.0,False,0.607,0.498,0,-6.363,1,0.0311,0.239,4.04e-06,0.313,0.714,164.993,j-pop,4.977716666666667,Larga,Muy baja
YUI,CAN'T BUY MY LOVE,Rolling star,59.0,False,0.49,0.889,2,-2.386,1,0.0445,0.00121,0.0,0.373,0.673,80.586,j-pop,3.141766666666667,Media,Media
サザンオールスターズ,愛と欲望の日々/LONELY WOMAN,愛と欲望の日々,40.0,False,0.604,0.907,7,-3.473,0,0.0319,0.00895,0.0,0.153,0.764,123.93,j-pop,4.443333333333333,Larga,Baja
Creep Hyp,夜にしがみついて、朝で溶かして,幽霊失格,41.0,False,0.54,0.699,3,-5.149,1,0.0275,0.0679,0.0,0.0882,0.662,91.972,j-pop,4.260666666666666,Larga,Media
Lilas Ikuta,Answer,Answer,66.0,False,0.622,0.475,0,-6.199,1,0.036,0.512,0.0,0.127,0.388,79.954,j-pop,4.1,Larga,Alta
Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,天使のウィンク(SEIKO STORY〜80's HITS COLLECTION〜),41.0,False,0.674,0.675,11,-7.928,1,0.0352,0.408,0.0011,0.136,0.399,141.09,j-pop,4.026883333333333,Larga,Media
Mr.Children,DISCOVERY,光の射す方へ,40.0,False,0.661,0.754,4,-9.054,0,0.033,0.0168,7.03e-05,0.362,0.871,117.917,j-pop,6.54575,Muy larga,Baja
ONE OK ROCK,Luxury Disease,Let Me Let You Go,60.0,False,0.533,0.831,5,-3.696,1,0.0609,0.00804,0.0,0.0975,0.741,96.091,j-pop,3.0035166666666666,Media,Media
Mr.Children,Versus,Replay,40.0,False,0.633,0.717,2,-8.476,1,0.0288,0.109,0.0,0.17,0.608,118.205,j-pop,4.493333333333333,Larga,Baja
Michael Bublé;Meghan Trainor,Nobody but Me (Deluxe),Someday (feat. Meghan Trainor),58.0,False,0.671,0.539,7,-6.08,1,0.0392,0.18,0.0,0.0748,0.934,94.98,j-pop,3.3908833333333335,Media,Media
ONE OK ROCK,JINSEI KAKETE BOKU WA,The Beginning,62.0,False,0.36,0.983,0,-2.352,1,0.101,8.83e-05,0.0,0.111,0.279,182.058,j-pop,4.8788833333333335,Larga,Alta
SEAMO,SCRAP & BUILD,Continue,40.0,False,0.625,0.841,0,-4.027,1,0.0638,0.365,8.22e-06,0.127,0.478,94.969,j-pop,4.2744333333333335,Larga,Baja
Creep Hyp,吹き零れる程のI、哀、愛,かえるの唄,41.0,False,0.429,0.82,10,-2.896,1,0.0518,0.0141,0.0,0.324,0.697,136.041,j-pop,2.289833333333333,Corta,Media
Yumi Matsutoya,KATHMANDU,輪舞曲 (ロンド),40.0,False,0.698,0.683,9,-9.427,0,0.0616,0.0652,0.0,0.367,0.881,101.171,j-pop,4.653766666666667,Larga,Baja
サザンオールスターズ,NUDE MAN,匂艶 THE NIGHT CLUB,40.0,False,0.487,0.868,11,-5.726,0,0.13,0.0873,0.0,0.166,0.796,131.095,j-pop,4.1628,Larga,Baja
Macaroni Empitsu,たましいの居場所 - EP,たましいの居場所,40.0,False,0.643,0.827,0,-4.531,1,0.0357,0.223,0.0,0.0848,0.731,103.434,j-pop,3.3589166666666666,Media,Baja
Norah Jones,Feels Like Home,Sunrise,73.0,False,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,j-pop,3.3437666666666668,Media,Alta
Mrs. GREEN APPLE,サママ・フェスティバル!,サママ・フェスティバル!,41.0,False,0.404,0.963,4,-1.707,1,0.0663,0.00151,1.06e-05,0.0521,0.607,169.963,j-pop,4.402666666666667,Larga,Media
Didi Kempot,Superhits Campursari,Layang Kangen,42.0,False,0.659,0.654,0,-6.634,1,0.0283,0.0807,7.4e-05,0.214,0.869,139.966,j-pop,4.54555,Larga,Media
Demetrius,Vitrola digital,O ritmo da chuva,41.0,False,0.491,0.61,3,-7.918,1,0.0296,0.765,0.00628,0.331,0.84,111.064,j-pop,2.5004333333333335,Media,Media
Leman Sam,İlla,Ayrılığa Dayanamam,43.0,False,0.645,0.37,7,-8.955,1,0.0367,0.82,0.0,0.177,0.53,126.029,j-pop,3.2604333333333333,Media,Media
The Smithereens,Especially For You,Blood And Roses,41.0,False,0.477,0.686,6,-14.141,1,0.0406,0.0101,0.0118,0.0633,0.81,120.837,j-pop,3.613766666666667,Media,Media
Fetty Wap,Fetty Wap (Deluxe),Again,68.0,True,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,j-pop,5.204,Larga,Alta
sumika,Chime,秘密,43.0,False,0.29,0.54,2,-7.491,1,0.0322,0.293,0.0,0.102,0.394,82.08,j-pop,4.4591,Larga,Media
ZUTOMAYO,消えてしまいそうです,消えてしまいそうです,67.0,False,0.68,0.923,5,-2.833,1,0.0495,0.361,1.35e-05,0.133,0.863,105.965,j-pop,4.29665,Larga,Alta
ØMI,ANSWER... SHINE,You (Prod. SUGA of BTS),49.0,False,0.677,0.517,8,-7.382,1,0.0519,0.0374,0.0,0.075,0.482,135.893,j-pop,3.122733333333333,Media,Media
OKAMOTO'S,KNO WHERE,Welcome My Friend,49.0,False,0.712,0.613,4,-5.67,0,0.0305,0.0297,0.0,0.0513,0.613,109.052,j-pop,3.87355,Media,Media
Long Shot Party,LONG SHOT PARTY,distance,57.0,False,0.462,0.955,2,-3.264,1,0.0897,0.04,0.0,0.361,0.535,99.031,j-pop,3.1224333333333334,Media,Media
milet;Aimer;Lilas Ikuta,おもかげ (produced by Vaundy),おもかげ (produced by Vaundy),66.0,False,0.488,0.638,8,-4.502,1,0.058,0.0258,2.24e-05,0.12,0.713,201.234,j-pop,3.134333333333333,Media,Alta
ヨルシカ,負け犬にアンコールはいらない,ただ君に晴れ,65.0,False,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,j-pop,3.3161833333333335,Media,Alta
Aqua Timez,10th Anniversary Best BLUE,ALONES,58.0,False,0.393,0.957,9,-3.914,0,0.101,0.000748,0.0,0.302,0.523,186.04,j-pop,4.332216666666667,Larga,Media
RADWIMPS,Your Name. (Deluxe Edition / Original Motion Picture Soundtrack),Dream Lantern - English Version,42.0,False,0.207,0.835,8,-5.451,1,0.1575875,0.0258,9.22e-06,0.0588,0.193,178.044,j-pop,2.1944333333333335,Corta,Media
Brian the Sun,パトスとエートス,HEROES,55.0,False,0.526,0.94,2,-3.864,1,0.066,0.00742,0.0,0.268,0.574,99.058,j-pop,3.022666666666667,Media,Media
YOASOBI,もう少しだけ,もう少しだけ,63.0,False,0.675,0.746,8,-5.531,1,0.0288,0.12,0.0,0.121,0.533,99.99,j-pop,3.67,Media,Alta
KANA-BOON,Honey & Darling,スターマーカー (Album Mix),57.0,False,0.502,0.872,4,-3.449,1,0.0421,0.0107,0.0,0.313,0.808,134.047,j-pop,3.5606666666666666,Media,Media
Aimer,SPARK-AGAIN,SPARK-AGAIN,58.0,False,0.399,0.946,11,-3.397,0,0.15,0.000913,0.00462,0.356,0.502,90.068,j-pop,4.069333333333334,Larga,Media
MAN WITH A MISSION,Dark Crow,Dark Crow,56.0,False,0.537,0.944,7,-4.406,1,0.0988,0.00634,0.0,0.0233,0.36,148.019,j-pop,4.636433333333334,Larga,Media
BRADIO,POWER OF LIFE,Flyers,59.0,False,0.45,0.857,6,-2.35,1,0.0398,0.0167,0.0,0.202,0.755,139.064,j-pop,3.5013833333333335,Media,Media
RADWIMPS,NINGEN GOKKO,NINGEN GOKKO,50.0,False,0.651,0.705,11,-7.082,0,0.0521,0.156,0.0,0.0642,0.485,136.023,j-pop,4.289516666666667,Larga,Media
YOASOBI,THE BOOK 2,三原色,57.0,False,0.666,0.923,5,-2.362,0,0.0712,0.0836,0.0,0.315,0.861,128.014,j-pop,3.6708833333333333,Media,Media
19,無限大,『果てのない道』,39.0,False,0.639,0.796,0,-5.91,1,0.0284,0.038,0.107,0.287,0.857,120.089,j-pop,4.13225,Larga,Baja
GReeeeN,雪の音,雪の音,39.0,False,0.712,0.681,5,-5.814,1,0.0267,0.0647,5.15e-06,0.0606,0.574,109.0,j-pop,5.089766666666667,Larga,Baja
EGOIST,Extra terrestrial Biological Entities,Departures 〜あなたにおくるアイの歌〜,41.0,False,0.47,0.426,2,-8.187,1,0.0304,0.5,0.0,0.0747,0.264,143.95,j-pop,4.250216666666667,Larga,Media
B'z,B'z The Best “Treasure”,BLOWIN',40.0,False,0.577,0.967,2,-3.453,1,0.0902,0.297,0.0,0.5355000000000001,0.555,117.991,j-pop,3.88555,Media,Baja
サザンオールスターズ,SOUTHERN ALL STARS,フリフリ '65,39.0,False,0.591,0.904,9,-4.69,0,0.047,0.046,4.48e-05,0.0943,0.683,134.683,j-pop,3.608433333333333,Media,Baja
櫻坂46,流れ弾 (Special Edition),ジャマイカビール,40.0,False,0.7,0.876,8,-3.793,1,0.0703,0.148,0.0,0.0792,0.787,117.983,j-pop,3.38,Media,Baja
Mr.Children,Q,ロードムービー,39.0,False,0.676,0.69,7,-8.114,1,0.0271,0.0559,3.59e-05,0.128,0.741,115.008,j-pop,4.24555,Larga,Baja
サザンオールスターズ,綺麗,そんなヒロシに騙されて,40.0,False,0.668,0.872,4,-6.074,0,0.029,0.092,0.12175,0.343,0.828,137.007,j-pop,3.2033,Media,Baja
KOBUKURO,Roadmade,YELL〜エール〜,39.0,False,0.659,0.572,2,-5.892,1,0.0271,0.28,0.0,0.1,0.563,109.007,j-pop,5.384216666666667,Larga,Baja
Doris Day,With A Smile And A Song,"Perhaps, Perhaps, Perhaps",59.0,False,0.616,0.271,9,-12.215,0,0.0414,0.759,8.47e-06,0.0781,0.649,104.519,j-pop,2.5284333333333335,Media,Media
Mr.Children,深海,Mirror,39.0,False,0.647,0.527,0,-8.454,1,0.0273,0.232,0.0,0.098,0.659,110.618,j-pop,2.9788833333333335,Media,Baja
サザンオールスターズ,ピースとハイライト,ピースとハイライト,39.0,False,0.579,0.915,9,-3.322,1,0.0353,0.136,0.0,0.0962,0.654,139.11,j-pop,4.55505,Larga,Baja
サザンオールスターズ,匂艶(にじいろ) THE NIGHT CLUB,匂艶 THE NIGHT CLUB,39.0,False,0.448,0.919,11,-3.672,0,0.124,0.162,0.0,0.186,0.79,131.08,j-pop,4.188883333333333,Larga,Baja
Yura Yunita,Duhai Sayang,Duhai Sayang,41.0,False,0.686,0.257,0,-12.066,1,0.0525,0.921,0.00462,0.116,0.399,142.128,j-pop,3.361666666666667,Media,Media
サザンオールスターズ,彩~Aja~,彩~Aja~,39.0,False,0.674,0.673,7,-7.178,1,0.0275,0.565,0.000965,0.0632,0.449,118.174,j-pop,5.2538833333333335,Larga,Baja
BOØWY,JUST A HERO,JUSTY,39.0,False,0.52,0.976,0,-5.604,1,0.147,0.0398,7.84e-05,0.104,0.421,182.468,j-pop,3.90555,Media,Baja
My Hair is Bad,boys,芝居,40.0,False,0.574,0.526,8,-5.781,1,0.0284,0.00526,0.0,0.0995,0.394,78.971,j-pop,6.074216666666667,Muy larga,Baja
Little Glee Monster,いつかこの涙が,いつかこの涙が,39.0,False,0.515,0.705,0,-3.738,1,0.0347,0.263,1.76e-06,0.123,0.352,163.742,j-pop,4.41055,Larga,Baja
ONE OK ROCK,Eye of the Storm,Wasted Nights,56.0,False,0.556,0.833,5,-5.29,1,0.0402,0.0156,0.0,0.0659,0.374,125.07,j-pop,3.7457666666666665,Media,Media
Sertab Erener,Tesadüf Aşk,Tesadüf Aşk,41.0,False,0.437,0.479,6,-5.698,0,0.0326,0.841,0.0,0.185,0.308,141.49,j-pop,3.8840333333333334,Media,Media
Mr.Children,It's a wonderful world,ファスナー,39.0,False,0.742,0.57,7,-8.557,1,0.0286,0.342,3.12e-06,0.118,0.453,116.76,j-pop,4.846666666666667,Larga,Baja
鈴木鈴木,J-Pop 輕旅行,海のリビング,1.0,False,0.652,0.846,10,-4.005,0,0.0374,0.0905,0.0,0.242,0.762,97.998,j-pop,3.7266666666666666,Media,Muy baja
Levent Yüksel,Med Cezir,Kadınım,40.0,False,0.625,0.32,0,-15.046,0,0.0308,0.433,1.81e-05,0.117,0.305,101.865,j-pop,4.528316666666667,Larga,Baja
鈴木鈴木,J-Pop 輕旅行,春空,1.0,False,0.539,0.57,7,-4.876,1,0.0453,0.628,0.0,0.339,0.459,79.974,j-pop,4.238283333333333,Larga,Muy baja
My Hair is Bad,hadaka e.p.,微熱,40.0,False,0.607,0.851,1,-4.514,1,0.0306,0.0034,0.0,0.166,0.726,133.105,j-pop,3.36755,Media,Baja
Sertab Erener,İyiliğe Ninniler,Dandini Dandini Dastana,41.0,False,0.506,0.233,3,-12.077,0,0.0276,0.957,2.8e-05,0.116,0.275,88.08,j-pop,2.4861333333333335,Corta,Media
Creep Hyp,泣きたくなるほど嬉しい日々に,今今ここに君とあたし,40.0,False,0.397,0.903,9,-3.038,1,0.108,0.00947,0.0,0.5355000000000001,0.592,116.276,j-pop,3.024,Media,Baja
Bo Kaspers Orkester,Dansa på min grav,Dansa på min grav,41.0,False,0.665,0.342,3,-10.064,1,0.0298,0.696,0.0793,0.112,0.338,111.992,j-pop,3.6542166666666667,Media,Media
İlhan İrem,Dünden Yarına,Konuşamıyorum (Sazlıklardan Havalanan),41.0,False,0.607,0.536,4,-13.088,0,0.0323,0.162,0.0692,0.0935,0.562,108.427,j-pop,3.7748833333333334,Media,Media
Ruth Sahanaya,Greatest Hits,Bawa Daku Pergi,40.0,False,0.708,0.786,1,-6.729,1,0.0513,0.186,0.00216,0.118,0.675,113.034,j-pop,5.481766666666666,Larga,Baja
Alice Babs;Titti,Sjung med oss mamma,Tula hem och tula vall,41.0,False,0.405,0.038,0,-17.493499999999997,1,0.0427,0.968,0.0,0.106,0.288,88.028,j-pop,2.264,Corta,Media
Vince Guaraldi;Lee Mendelson;Vince Guaraldi Trio,Weihnachten Klassik 2022,Christmas Time Is Here - Instrumental,0.0,False,0.418,0.116,5,-17.493499999999997,1,0.0331,0.966,0.12175,0.138,0.0861,74.923,j-pop,6.10355,Muy larga,Muy baja
Cö Shu Nie,give it back,give it back,56.0,False,0.461,0.591,1,-5.838,1,0.0496,0.463,0.0,0.05,0.354,99.826,j-pop,3.5412666666666666,Media,Media
Galileo Galilei,PORTAL,青い栞,53.0,False,0.604,0.666,4,-7.155,1,0.0271,0.0499,3.78e-05,0.14,0.246,132.031,j-pop,5.632666666666666,Larga,Media
Michael Bublé,Call Me Irresponsible (Deluxe),L O V E,63.0,False,0.505,0.465,0,-6.599,1,0.0566,0.461,0.0,0.169,0.555,141.884,j-pop,2.836883333333333,Media,Alta
Cö Shu Nie,give it back,give it back,48.0,False,0.492,0.581,1,-5.922,1,0.047,0.471,0.0,0.0509,0.351,100.033,j-pop,3.5813333333333333,Media,Media
Fujii Kaze,きらり,きらり,65.0,False,0.746,0.764,2,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,j-pop,3.8647,Media,Alta
YOASOBI,ラブレター,ラブレター,62.0,False,0.662,0.86,7,-3.534,1,0.0286,0.447,0.0,0.339,0.69,100.016,j-pop,3.54,Media,Alta
sasanomaly,空と虚,空と虚,55.0,False,0.669,0.751,5,-5.447,0,0.0299,0.00483,0.0237,0.326,0.833,103.976,j-pop,3.730766666666667,Media,Media
花譜,花と解答,アンサー,46.0,False,0.596,0.518,6,-8.213,1,0.0348,0.621,7.32e-06,0.103,0.475,160.029,j-pop,3.85555,Media,Media
Lilas Ikuta,スパークル,スパークル,68.0,False,0.614,0.579,11,-4.937,1,0.038,0.417,0.0,0.0666,0.692,149.831,j-pop,3.56,Media,Alta
Vaundy,strobo,不可幸力,67.0,False,0.69,0.815,11,-5.227,0,0.0426,0.0157,2.85e-06,0.0636,0.613,94.032,j-pop,3.3373833333333334,Media,Alta
Sayuri,Sorewa Chiisana Hikarinoyouna,それは小さな光のような,36.0,False,0.492,0.959,7,0.698,0,0.0535,0.109,0.0,0.0796,0.349,143.966,j-pop,4.5486,Larga,Baja
King Gnu,BOY,BOY,65.0,False,0.619,0.802,0,-6.618,1,0.0629,0.0831,0.0,0.361,0.535,109.982,j-pop,3.8564166666666666,Media,Alta
Motohiro Hata,青の光景,ひまわりの約束,61.0,False,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,78.957,j-pop,5.135766666666667,Larga,Alta
Ado,踊,踊,65.0,False,0.707,0.965,1,-0.736,1,0.105,0.15,1.38e-06,0.5355000000000001,0.777,128.003,j-pop,3.4711833333333333,Media,Alta
yama,Oz.,Oz.,59.0,False,0.403,0.723,7,-4.609,1,0.0339,0.0422,7.48e-06,0.374,0.441,75.989,j-pop,3.2378833333333334,Media,Media
Rude-α,Paradise,Paradise,59.0,False,0.554,0.964,4,-3.054,0,0.134,0.00216,0.0,0.109,0.897,161.013,j-pop,2.8937666666666666,Media,Media
CHiCO with HoneyWorks,我武者羅 (TV size),我武者羅 (TV size),49.0,False,0.509,0.965,11,-3.007,1,0.129,0.257,0.0,0.4,0.755,97.006,j-pop,1.5,Corta,Media
Fujii Kaze,HELP EVER HURT NEVER,Kiri Ga Naikara,53.0,False,0.699,0.78,11,-7.121,0,0.0505,0.0246,0.0,0.368,0.723,98.983,j-pop,3.6268833333333332,Media,Media
RADWIMPS,"Original Soundtrack of ""The Last Ten Years""",Ms. Phenomenal,50.0,False,0.489,0.522,11,-5.291,1,0.0306,0.401,0.0,0.238,0.43,78.035,j-pop,5.314666666666667,Larga,Media
Yuuri,壱,ドライフラワー,71.0,False,0.463,0.603,7,-5.464,1,0.0276,0.495,0.0,0.167,0.477,148.089,j-pop,4.772666666666667,Larga,Alta
Anthony Lazaro;Sarah Kang,Something New,Love Letter,46.0,False,0.639,0.295,6,-14.605,0,0.0387,0.839,3.28e-06,0.108,0.406,114.875,j-pop,3.4326,Media,Media
RADWIMPS,Your Name.,School road,47.0,False,0.532,0.342,0,-8.153,1,0.0923,0.515,0.12175,0.127,0.239,199.743,j-pop,1.1366666666666667,Corta,Media
Shonan No Kaze,湘南乃風 〜一五一会〜,Grand Blue,50.0,False,0.648,0.951,1,-2.901,1,0.0561,0.00959,0.0,0.363,0.564,134.048,j-pop,5.2171,Larga,Media
Anthony Lazaro,Strangers in Disguise,Gravity,51.0,False,0.442,0.14,10,-17.493499999999997,1,0.0594,0.922,0.000531,0.129,0.314,60.307,j-pop,2.4880833333333334,Corta,Media
ONE OK ROCK,Renegades,Renegades,55.0,False,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,j-pop,4.075633333333333,Larga,Media
King Gnu,Sympa,Prayer X,61.0,False,0.528,0.752,11,-6.006,1,0.1575875,0.419,0.0,0.181,0.542,174.112,j-pop,3.2537666666666665,Media,Alta
Fujii Kaze,HELP EVER HURT NEVER,YASASHISA,53.0,False,0.596,0.707,1,-6.825,1,0.049,0.111,0.0,0.0926,0.262,133.858,j-pop,4.001333333333333,Larga,Media
Michael Bublé;Cécile McLorin Salvant,love (Deluxe Edition),La vie en rose (feat. Cécile McLorin Salvant),59.0,False,0.459,0.267,0,-8.948,1,0.0294,0.807,0.0,0.119,0.342,63.378,j-pop,3.8327166666666668,Media,Media
Mr.Children,重力と呼吸,秋がくれた切符,39.0,False,0.287,0.592,3,-6.486,1,0.0267,0.425,5.47e-06,0.335,0.386,77.583,j-pop,3.5122166666666668,Media,Baja
ClariS,ALIVE,ALIVE,63.0,False,0.333,0.938,11,-2.662,1,0.1575875,0.111,4.82e-05,0.123,0.52,179.381,j-pop,3.628216666666667,Media,Alta
サザンオールスターズ,Young Love,恋のジャック・ナイフ,39.0,False,0.437,0.961,11,-3.968,0,0.1575875,0.0827,4.1e-05,0.327,0.474,147.93,j-pop,4.6174,Larga,Baja
MALIQ & D'Essentials,Free Your Mind,Heaven,41.0,False,0.652,0.636,6,-7.152,0,0.0672,0.847,0.00731,0.381,0.852,95.088,j-pop,3.5957666666666666,Media,Media
Creep Hyp,吹き零れる程のI、哀、愛,さっきはごめんね、ありがとう,39.0,False,0.557,0.752,5,-3.432,1,0.0365,0.201,0.0,0.318,0.608,89.999,j-pop,3.4283166666666665,Media,Baja
Mr.Children,B-SIDE,旅人,38.0,False,0.439,0.925,9,-5.373,1,0.0454,0.00113,0.0,0.352,0.612,147.097,j-pop,3.316883333333333,Media,Baja
ELLEGARDEN,RIOT ON THE GRILL,Bored Of Everything,38.0,False,0.481,0.917,7,-1.211,1,0.0399,0.000369,0.12,0.383,0.616,145.894,j-pop,3.3551,Media,Baja
MALIQ & D'Essentials,25 Tahun McDonald's Indonesia,Bagaimana Kutahu,41.0,False,0.602,0.666,3,-7.047,0,0.0631,0.343,0.0,0.0911,0.723,84.997,j-pop,2.8705833333333333,Media,Media
BOØWY,JUST A HERO,BLUE VACATION,39.0,False,0.591,0.959,6,-6.325,0,0.0503,0.183,0.00511,0.399,0.896,170.196,j-pop,3.60355,Media,Baja
EXILE,PHOENIX,NEO UNIVERSE,39.0,False,0.673,0.867,7,-3.34,1,0.1575875,0.0242,0.0,0.0966,0.43,128.007,j-pop,4.317333333333333,Larga,Baja
Didi Kempot,Kasmaran,Dalan Anyar,40.0,False,0.701,0.567,1,-8.933,1,0.027,0.673,0.117,0.103,0.618,135.037,j-pop,4.211333333333333,Larga,Baja
Creep Hyp,鬼,炭、酸々,39.0,False,0.591,0.651,4,-3.174,0,0.0323,0.0339,0.0,0.0878,0.754,118.015,j-pop,3.017333333333333,Media,Baja
Yeni Türkü,Yeni Türkü Koleksiyon,Maskeli Balo,41.0,False,0.609,0.435,4,-10.651,0,0.0254,0.669,0.0,0.169,0.769,92.632,j-pop,2.88555,Media,Media
İlhan İrem,Dünden Yarına,Yazık Oldu Yarınlara,40.0,False,0.617,0.555,4,-12.872,0,0.0328,0.332,0.12175,0.258,0.691,107.352,j-pop,4.136666666666667,Larga,Baja
Jehan Barbur,Kusura Bakmasınlar,Kusura Bakmasınlar,41.0,False,0.65,0.577,4,-8.728,0,0.0426,0.543,1.23e-06,0.18,0.373,81.986,j-pop,4.1193333333333335,Larga,Media
Mr.Children,Atomic Heart,Dance Dance Dance,39.0,False,0.585,0.921,10,-5.2,0,0.0457,0.000136,1.33e-05,0.174,0.695,121.736,j-pop,4.949333333333334,Larga,Baja
LINDBERG,LINDBERG BEST~FLIGHT RECORDER III~,every little thing every precious thing,38.0,False,0.447,0.78,6,-3.607,1,0.0302,0.0292,0.000134,0.125,0.477,85.833,j-pop,5.410433333333334,Larga,Baja
Vanusa,20 Super Sucessos: Vanusa,Mudanças,40.0,False,0.483,0.474,6,-7.286,0,0.0457,0.614,0.0,0.5355000000000001,0.428,72.068,j-pop,3.2988333333333335,Media,Baja
Robert Broberg,Höjdare,Vatten,40.0,False,0.592,0.535,2,-9.747,1,0.0512,0.351,0.0,0.5355000000000001,0.564,169.967,j-pop,2.2604333333333333,Corta,Baja
Sertab Erener;Öykü Karayel,İyiliğe Ninniler,Benim Annem Güzel Annem,41.0,False,0.671,0.185,0,-10.555,1,0.0302,0.986,0.0,0.106,0.353,77.943,j-pop,2.4168,Corta,Media
Billo's,Exitos De Billo's Caracas Boys,Boquita Sala,41.0,False,0.599,0.545,4,-8.675,0,0.0695,0.72,0.000183,0.0807,0.966,182.884,j-pop,2.92745,Media,Media
Reginaldo Rossi,Cheio De Amor,Quando Você Foi Embora,41.0,False,0.647,0.881,2,-5.647,1,0.0467,0.138,0.0,0.314,0.772,127.292,j-pop,3.04155,Media,Media
Yuuri,ドライフラワー,ドライフラワー,67.0,False,0.463,0.624,7,-5.118,1,0.0274,0.426,0.0,0.221,0.521,147.929,j-pop,4.759766666666667,Larga,Alta
Omoinotake,EVERBLUE,EVERBLUE,56.0,False,0.597,0.895,8,-4.225,0,0.1575875,0.0463,0.0,0.299,0.498,134.985,j-pop,4.0311,Larga,Media
Yoshiki;HYDE,Red Swan - TV Edit -,Red Swan - TV Edit -,50.0,False,0.408,0.698,10,-5.053,1,0.0357,0.567,0.0111,0.151,0.385,131.853,j-pop,1.51515,Corta,Media
ラックライフ,風が吹く街,風が吹く街,48.0,False,0.547,0.932,1,-3.302,1,0.0465,0.0039,0.0,0.101,0.534,98.999,j-pop,4.158433333333333,Larga,Media
Riria.,失恋ソング沢山聴いて 泣いてばかりの私はもう。,失恋ソング沢山聴いて 泣いてばかりの私はもう。,55.0,False,0.603,0.525,2,-6.967,1,0.0412,0.135,0.0,0.0714,0.273,149.977,j-pop,4.9825333333333335,Larga,Media
Nana Mizuki,ダブルシャッフル,ダブルシャッフル,49.0,False,0.664,0.928,1,-3.811,0,0.058,0.00989,0.0,0.0773,0.53,119.96,j-pop,3.4833333333333334,Media,Media
yama,麻痺,麻痺,56.0,False,0.532,0.932,5,-4.303,0,0.0522,0.0661,0.0,0.38,0.738,100.1,j-pop,3.3016666666666667,Media,Media
miwa,guitarissimo,chAngE,57.0,False,0.442,0.973,7,-2.01,1,0.156,0.0268,0.0,0.108,0.635,164.852,j-pop,4.162433333333333,Larga,Media
FLOW,COLORS,COLORS -CODE GEASS OPENING MIX-,53.0,False,0.524,0.815,1,-5.414,1,0.0369,0.0482,0.0,0.122,0.638,136.072,j-pop,1.5631,Corta,Media
あれくん;『ユイカ』,あのね。,あのね。,54.0,False,0.713,0.651,1,-5.853,1,0.0255,0.152,3.58e-06,0.0927,0.945,108.015,j-pop,3.567266666666667,Media,Media
DISH//,No.1,No.1,55.0,False,0.495,0.878,1,-4.3,1,0.058,0.0216,0.0,0.186,0.621,90.492,j-pop,3.8433333333333333,Media,Media
BUMP OF CHICKEN,アカシア,アカシア,55.0,False,0.469,0.929,7,-2.971,1,0.0339,0.0244,0.0,0.0574,0.578,139.99,j-pop,4.368433333333333,Larga,Media
Utha Likumahuwa,Nada & Apresiasi,Kenikmatan Tersendiri,39.0,False,0.62,0.624,5,-10.496,1,0.0753,0.885,0.0651,0.246,0.711,88.219,j-pop,3.9784333333333333,Media,Baja
Aqua Timez,うたい去りし花,Velonica,56.0,False,0.495,0.925,7,-3.193,1,0.0417,0.000129,0.0,0.139,0.587,136.977,j-pop,4.64,Larga,Media
Hikaru Utada,First Love,First Love,65.0,False,0.438,0.434,7,-8.37,1,0.0371,0.122,0.0,0.15,0.195,179.913,j-pop,4.288216666666667,Larga,Alta
YOASOBI,THE BOOK 2,Romance,58.0,False,0.643,0.945,1,-2.095,0,0.0445,0.0889,0.0,0.271,0.853,130.001,j-pop,2.7737666666666665,Media,Media
GReeeeN,愛し君へ,愛し君へ,38.0,False,0.499,0.823,9,-2.909,1,0.0551,0.226,0.0,0.369,0.548,158.124,j-pop,4.29755,Larga,Baja
Cidergirl,SODA POP FANCLUB 4,シンデレラ,55.0,False,0.58,0.941,7,-3.799,1,0.0595,0.00968,0.0,0.317,0.769,129.988,j-pop,3.550883333333333,Media,Media
サザンオールスターズ,ステレオ太陽族,Hello My Love,38.0,False,0.556,0.865,9,-6.97,1,0.0605,0.244,0.0,0.31,0.609,96.737,j-pop,3.96955,Media,Baja
サザンオールスターズ,熱い胸さわぎ,女呼んでブギ,38.0,False,0.562,0.885,2,-5.418,1,0.116,0.184,0.0,0.0555,0.805,145.198,j-pop,4.123333333333333,Larga,Baja
